library,source_file,stage,category,message
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.8,com\fasterxml\jackson\jaxrs\json\JacksonJsonProvider.java,compile,cannot_find_symbol,"com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.9.8/src/test/java/com/fasterxml/jackson/jaxrs/json/JacksonJsonProviderTest.java:[130,9] cannot find symbol [ERROR] symbol: class MediaType [ERROR] location: class com.fasterxml.jackson.jaxrs.json.JacksonJsonProviderTest [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.9.8/src/test/java/com/fasterxml/jackson/jaxrs/json/JacksonJsonProviderTest.java:[130,28] cannot find symbol [ERROR] symbol: class MediaType [ERROR] location: class com.fasterxml.jackson.jaxrs.json.JacksonJsonProviderTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\DiskFileUpload.java,compile,missing_import,"C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/DiskFileUploadTest.java:[5,26] package javax.servlet.http does not exist [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/DiskFileUploadTest.java:[5,26] package javax.servlet.http does not exist [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\FileUploadBase.java,compile,missing_import,"testCompile) on project commons-fileupload-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/FileUploadBaseTest.java:[14,26] package javax.servlet.http does not exist [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/FileUploadBaseTest.java:[71,35] cannot access javax.servlet.http.HttpServletRequest [ERROR] class file for javax.servlet.http.HttpServletRequest not found [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\portlet\PortletFileUpload.java,compile,missing_import,"hn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletFileUploadTest.java:[6,21] package javax.portlet does not exist [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletFileUploadTest.java:[6,21] package javax.portlet does not exist [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\portlet\PortletRequestContext.java,compile,missing_import,"est/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletRequestContextTest.java:[5,21] package javax.portlet does not exist [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletRequestContextTest.java:[5,21] package javax.portlet does not exist [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\FileCleanerCleanup.java,compile,missing_import,"ommons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/FileCleanerCleanupTest.java:[3,21] package javax.servlet does not exist [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/FileCleanerCleanupTest.java:[4,21] package javax.servlet does not exist [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/FileCleanerCleanupTest.java:[5,21] package javax.servlet does not exist [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletFileUpload.java,compile,missing_import,"t/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletFileUploadTest.java:[6,26] package javax.servlet.http does not exist [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletFileUploadTest.java:[6,26] package javax.servlet.http does not exist [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletRequestContext.java,compile,cannot_find_symbol,"s-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[131,9] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[131,43] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\Streams.java,compile,other_compile_error,"load/1.4/src/test/java/org/apache/commons/fileupload/util/StreamsTest.java:[40,11] exception java.io.IOException is never thrown in body of corresponding try statement [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/StreamsTest.java:[40,11] exception java.io.IOException is never thrown in body of corresponding try statement [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
com.google.dagger:dagger:2.27,dagger\internal\MapProviderFactory.java,compile,generic_type_mismatch,".Object> cannot be converted to dagger.internal.MapProviderFactory<java.lang.String,java.lang.String> [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project dagger-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/com.google.dagger/dagger/2.27/src/test/java/dagger/internal/MapProviderFactoryTest.java:[23,85] incompatible types: dagger.internal.MapProviderFactory<java.lang.Object,java.lang.Object> cannot be converted to dagger.internal.MapProviderFactory<java.lang.String,java.lang.String> [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
net.minidev:json-smart:2.3,net\minidev\json\parser\JSONParserMemory.java,compile,cannot_find_symbol,"on: class net.minidev.json.parser.JSONParserMemoryTest [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/net.minidev/json-smart/2.3/src/test/java/net/minidev/json/parser/JSONParserMemoryTest.java:[178,72] cannot find symbol [ERROR] symbol: variable Mockito [ERROR] location: class net.minidev.json.parser.JSONParserMemoryTest [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/net.minidev/json-smart/2.3/src/test/java/net/minidev/json/parser/JSONParserMemoryTest.java:[178,35] cannot find symbol [ERROR] symbol: variable Mockito [ERROR] location: class net.minidev.json.parser.JSONParserMemoryTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
net.minidev:json-smart:2.3,net\minidev\json\writer\ArraysMapper.java,compile,method_signature_mismatch,"ert.assertArrayEquals(char[],char[]) is not applicable [ERROR] (argument mismatch; float[] cannot be converted to char[]) [ERROR] method org.junit.Assert.assertArrayEquals(byte[],byte[]) is not applicable [ERROR] (argument mismatch; float[] cannot be converted to byte[]) [ERROR] method org.junit.Assert.assertArrayEquals(boolean[],boolean[]) is not applicable [ERROR] (argument mismatch; float[] cannot be converted to boolean[]) [ERROR] method org.junit.Assert.assertArrayEquals(java.lang.Object[],java.lang.Object[]) is not applicable [ERROR] (argument mismatch; float[] cannot be converted to java.lang.Object[]) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
net.minidev:json-smart:2.3,net\minidev\json\writer\FakeMapper.java,compile,unchecked_exception_not_handled,"[23,62] unreported exception net.minidev.json.parser.ParseException; must be caught or declared to be thrown [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/net.minidev/json-smart/2.3/src/test/java/net/minidev/json/writer/FakeMapperTest.java:[29,36] unreported exception net.minidev.json.parser.ParseException; must be caught or declared to be thrown [ERROR] /C:/Users/minhn/llm-test/libraries_final_openrouter/net.minidev/json-smart/2.3/src/test/java/net/minidev/json/writer/FakeMapperTest.java:[34,36] unreported exception net.minidev.json.parser.ParseException; must be caught or declared to be thrown [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
net.minidev:json-smart:2.3,net\minidev\json\writer\UpdaterMapper.java,compile,method_signature_mismatch,"licable [ERROR] (argument mismatch; net.minidev.json.writer.JsonReaderI<java.lang.Object> cannot be converted to net.minidev.json.writer.JsonReaderI<capture#10 of ? extends java.lang.Object>) [ERROR] method org.mockito.stubbing.OngoingStubbing.thenReturn(net.minidev.json.writer.JsonReaderI<capture#10 of ? extends java.lang.Object>,net.minidev.json.writer.JsonReaderI<capture#10 of ? extends java.lang.Object>...) is not applicable [ERROR] (argument mismatch; net.minidev.json.writer.JsonReaderI<java.lang.Object> cannot be converted to net.minidev.json.writer.JsonReaderI<capture#10 of ? extends java.lang.Object>) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
