library,source_file,test_class,stage,category,message
commons-cli:commons-cli:1.2,org\apache\commons\cli\Option.java,OptionTest,structure,structure_error,"missing public class OptionTest declaration, missing @Test method annotation"
commons-cli:commons-cli:1.2,org\apache\commons\cli\OptionBuilder.java,OptionBuilderTest,compile,method_signature_mismatch," and formal argument lists differ in length [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-cli: Compilation failure [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/OptionBuilderTest.java:[47,26] method hasArgs in class org.apache.commons.cli.Option cannot be applied to given types; [ERROR] required: no arguments [ERROR] found: int [ERROR] reason: actual and formal argument lists differ in length [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\Parser.java,ParserTest,structure,structure_error,missing @Test method annotation
commons-cli:commons-cli:1.2,org\apache\commons\cli\PatternOptionBuilder.java,PatternOptionBuilderTest,compile,generic_type_mismatch,"ava:[45,38] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java:[51,44] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java:[52,44] incompatible types: char cannot be converted to java.lang.String [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\PosixParser.java,PosixParserTest,compile,method_signature_mismatch,"ngth [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-cli: Compilation failure [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/PosixParserTest.java:[19,18] constructor PosixParser in class org.apache.commons.cli.PosixParser cannot be applied to given types; [ERROR] required: no arguments [ERROR] found: org.apache.commons.cli.Options [ERROR] reason: actual and formal argument lists differ in length [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Jdk14Logger.java,Jdk14LoggerTest,compile,other_compile_error,"was public [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging: Compilation failure [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Jdk14LoggerTest.java:[21,30] getLogger() in <anonymous org.apache.commons.logging.impl.Jdk14LoggerTest$1> cannot override getLogger() in org.apache.commons.logging.impl.Jdk14Logger [ERROR] attempting to assign weaker access privileges; was public [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Log4JLogger.java,Log4JLoggerTest,compile,cannot_find_symbol,"rc/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[46,26] cannot find symbol [ERROR] symbol: method isEnabledFor(org.apache.log4j.Level) [ERROR] location: variable logger of type org.apache.commons.logging.impl.Log4JLogger [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[53,26] cannot find symbol [ERROR] symbol: method isEnabledFor(org.apache.log4j.Level) [ERROR] location: variable logger of type org.apache.commons.logging.impl.Log4JLogger [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,LogFactoryImplTest,structure,structure_error,missing public class LogFactoryImplTest declaration
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,ServletContextCleanerTest,compile,cannot_find_symbol,"textName() in javax.servlet.ServletContext [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[64,17] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[68,17] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\SimpleLog.java,SimpleLogTest,compile,other_compile_error,".SimpleLog overridden method is final [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging: Compilation failure [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/SimpleLogTest.java:[25,28] isDebugEnabled() in <anonymous org.apache.commons.logging.impl.SimpleLogTest$1> cannot override isDebugEnabled() in org.apache.commons.logging.impl.SimpleLog [ERROR] overridden method is final [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,LogFactoryTest,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonDeserializer.java,JacksonDeserializerTest,compile,generic_type_mismatch," JacksonDeserializer is ambiguous [ERROR] both constructor <T>JacksonDeserializer(java.util.Map<java.lang.String,java.lang.Class>) in io.jsonwebtoken.jackson.io.JacksonDeserializer and constructor <T>JacksonDeserializer(com.fasterxml.jackson.databind.ObjectMapper) in io.jsonwebtoken.jackson.io.JacksonDeserializer match [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[67,9] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonSerializer.java,JacksonSerializerTest,compile,cannot_find_symbol,"nts/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[61,20] cannot find symbol [ERROR] symbol: variable DEFAULT_OBJECT_MAPPER [ERROR] location: class io.jsonwebtoken.jackson.io.JacksonSerializerTest [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[61,60] objectMapper has private access in io.jsonwebtoken.jackson.io.JacksonSerializer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
jakarta.transaction:jakarta.transaction-api:2.0.1,jakarta\transaction\SystemException.java,SystemExceptionTest,compile,cannot_find_symbol,"pair/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[20,34] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[28,42] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-csv:1.8,org\apache\commons\csv\CSVPrinter.java,CSVPrinterTest,compile,cannot_find_symbol,"loseable cannot be converted to java.lang.Appendable [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.apache.commons/commons-csv/1.8/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:[55,38] cannot inherit from final org.apache.commons.csv.CSVPrinter [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.apache.commons/commons-csv/1.8/src/test/java/org/apache/commons/csv/CSVPrinterTest.java:[55,34] cannot find symbol [ERROR] symbol: constructor (java.io.Closeable,org.apache.commons.csv.CSVFormat) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-csv:1.8,org\apache\commons\csv\CSVRecord.java,CSVRecordTest,compile,method_signature_mismatch,"hHeader(java.sql.ResultSet) is not applicable [ERROR] (argument mismatch; java.util.Map<java.lang.String,java.lang.Integer> cannot be converted to java.sql.ResultSet) [ERROR] method org.apache.commons.csv.CSVFormat.withHeader(java.sql.ResultSetMetaData) is not applicable [ERROR] (argument mismatch; java.util.Map<java.lang.String,java.lang.Integer> cannot be converted to java.sql.ResultSetMetaData) [ERROR] method org.apache.commons.csv.CSVFormat.withHeader(java.lang.String...) is not applicable [ERROR] (varargs mismatch; java.util.Map<java.lang.String,java.lang.Integer> cannot be converted to java.lang.String) [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.logging.log4j:log4j-to-slf4j:2.17.2,org\apache\logging\slf4j\SLF4JLogger.java,SLF4JLoggerTest,compile,missing_import," exist [ERROR] C:\Users\minhn\Documents\CSE Year 3\Research Project\llm-test-generation\libraries_no_repair\org.apache.logging.log4j\log4j-to-slf4j\2.17.2\src\test\java\org\apache\logging\slf4j\SLF4JLoggerTest.java:[33,19] error: cannot find symbol [ERROR] symbol: variable ConsoleAppender [ERROR] location: class SLF4JLoggerTest [ERROR] C:\Users\minhn\Documents\CSE Year 3\Research Project\llm-test-generation\libraries_no_repair\org.apache.logging.log4j\log4j-to-slf4j\2.17.2\src\test\java\org\apache\logging\slf4j\SLF4JLoggerTest.java:[37,52] error: incompatible types: Level cannot be converted to MessageFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.logging.log4j:log4j-to-slf4j:2.17.2,org\apache\logging\slf4j\SLF4JLoggerContext.java,SLF4JLoggerContextTest,compile,cannot_find_symbol,"sage(Object) in MessageFactory [ERROR] C:\Users\minhn\Documents\CSE Year 3\Research Project\llm-test-generation\libraries_no_repair\org.apache.logging.log4j\log4j-to-slf4j\2.17.2\src\test\java\org\apache\logging\slf4j\SLF4JLoggerContextTest.java:[71,8] error: method does not override or implement a method from a supertype [ERROR] C:\Users\minhn\Documents\CSE Year 3\Research Project\llm-test-generation\libraries_no_repair\org.apache.logging.log4j\log4j-to-slf4j\2.17.2\src\test\java\org\apache\logging\slf4j\SLF4JLoggerContextTest.java:[76,8] error: method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.logging.log4j:log4j-to-slf4j:2.17.2,org\apache\logging\slf4j\SLF4JProvider.java,SLF4JProviderTest,compile,method_signature_mismatch,"OR] required: no arguments [ERROR] found: int,String,<null>,Class<MDCContextMap> [ERROR] reason: actual and formal argument lists differ in length [ERROR] C:\Users\minhn\Documents\CSE Year 3\Research Project\llm-test-generation\libraries_no_repair\org.apache.logging.log4j\log4j-to-slf4j\2.17.2\src\test\java\org\apache\logging\slf4j\SLF4JProviderTest.java:[31,8] error: constructor SLF4JProvider in class SLF4JProvider cannot be applied to given types; [ERROR] required: no arguments [ERROR] found: int,String,Class<SLF4JLoggerContextFactory>,<null> [ERROR] reason: actual and formal argument lists differ in length [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.hjson:hjson:3.0.0,org\hjson\HjsonOptions.java,HjsonOptionsTest,compile,other_compile_error,"parse(java.lang.String) in org.hjson.IHjsonDsfProvider [ERROR] return type java.lang.String is not compatible with org.hjson.JsonValue [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonOptionsTest.java:[48,5] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonOptionsTest.java:[56,5] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.hjson:hjson:3.0.0,org\hjson\HjsonParser.java,HjsonParserTest,compile,cannot_find_symbol,"rray of type org.hjson.JsonArray [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonParserTest.java:[25,26] cannot find symbol [ERROR] symbol: method getInt(int) [ERROR] location: variable array of type org.hjson.JsonArray [ERROR] /C:/Users/minhn/Documents/CSE Year 3/Research Project/llm-test-generation/libraries_no_repair/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonParserTest.java:[26,26] cannot find symbol [ERROR] symbol: method getInt(int) [ERROR] location: variable array of type org.hjson.JsonArray [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
