library,source_file,test_class,stage,category,message
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletFileUpload.java,ServletFileUploadTest,compile,other_compile_error,"eUploadBase and method isMultipartContent(javax.servlet.http.HttpServletRequest) in org.apache.commons.fileupload.FileUploadBase match [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletFileUploadTest.java:[71,77] reference to getItemIterator is ambiguous [ERROR] both method getItemIterator(org.apache.commons.fileupload.RequestContext) in org.apache.commons.fileupload.FileUploadBase and method getItemIterator(javax.servlet.http.HttpServletRequest) in org.apache.commons.fileupload.servlet.ServletFileUpload match [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletRequestContext.java,ServletRequestContextTest,compile,method_signature_mismatch,"pache/commons/fileupload/servlet/ServletRequestContextTest.java:[56,39] no suitable method found for thenReturn(java.io.InputStream) [ERROR] method org.mockito.stubbing.OngoingStubbing.thenReturn(javax.servlet.ServletInputStream) is not applicable [ERROR] (argument mismatch; java.io.InputStream cannot be converted to javax.servlet.ServletInputStream) [ERROR] method org.mockito.stubbing.OngoingStubbing.thenReturn(javax.servlet.ServletInputStream,javax.servlet.ServletInputStream...) is not applicable [ERROR] (argument mismatch; java.io.InputStream cannot be converted to javax.servlet.ServletInputStream) [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\mime\MimeUtility.java,MimeUtilityTest,compile,access_modifier_error,"mons-fileupload: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/mime/MimeUtilityTest.java:[58,49] javaCharset(java.lang.String) has private access in org.apache.commons.fileupload.util.mime.MimeUtility [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/mime/MimeUtilityTest.java:[65,49] javaCharset(java.lang.String) has private access in org.apache.commons.fileupload.util.mime.MimeUtility [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\AvalonLogger.java,AvalonLoggerTest,compile,cannot_find_symbol,"/impl/AvalonLoggerTest.java:[53,55] cannot find symbol symbol: method getDefaultLogger() location: class org.apache.commons.logging.impl.AvalonLogger [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[53,55] cannot find symbol [ERROR] symbol: method getDefaultLogger() [ERROR] location: class org.apache.commons.logging.impl.AvalonLogger [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Log4JLogger.java,Log4JLoggerTest,compile,cannot_find_symbol,"1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[118,46] FQCN has private access in org.apache.commons.logging.impl.Log4JLogger [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[124,46] FQCN has private access in org.apache.commons.logging.impl.Log4JLogger [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[130,46] FQCN has private access in org.apache.commons.logging.impl.Log4JLogger [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,LogFactoryImplTest,structure,structure_error,missing @Test method annotation
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,ServletContextCleanerTest,compile,cannot_find_symbol,"est [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[19,6] cannot find symbol [ERROR] symbol: class Mock [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[24,9] cannot find symbol [ERROR] symbol: variable MockitoAnnotations [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,LogFactoryTest,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BaseKeyedPoolableObjectFactory.java,BaseKeyedPoolableObjectFactoryTest,compile,other_compile_error,"oryTest.java:[34,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BaseKeyedPoolableObjectFactoryTest.java:[40,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BasePoolableObjectFactory.java,BasePoolableObjectFactoryTest,compile,other_compile_error,"rc/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[23,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$3> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[29,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\CursorableLinkedList.java,CursorableLinkedListTest,structure,structure_error,missing @Test method annotation
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\EvictionTimer.java,EvictionTimerTest,compile,access_modifier_error,"pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[74,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[77,33] _timer has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[78,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPool.java,GenericKeyedObjectPoolTest,structure,structure_error,"missing public class GenericKeyedObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPoolFactory.java,GenericKeyedObjectPoolFactoryTest,structure,structure_error,"missing public class GenericKeyedObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPool.java,GenericObjectPoolTest,structure,structure_error,"missing public class GenericObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPoolFactory.java,GenericObjectPoolFactoryTest,structure,structure_error,"missing public class GenericObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\SoftReferenceObjectPool.java,SoftReferenceObjectPoolTest,compile,method_signature_mismatch,"n failure [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/SoftReferenceObjectPoolTest.java:[69,19] no suitable constructor found for NoSuchElementException(java.lang.String,java.lang.IllegalStateException) [ERROR] constructor java.util.NoSuchElementException.NoSuchElementException() is not applicable [ERROR] (actual and formal argument lists differ in length) [ERROR] constructor java.util.NoSuchElementException.NoSuchElementException(java.lang.String) is not applicable [ERROR] (actual and formal argument lists differ in length) [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\StackKeyedObjectPool.java,StackKeyedObjectPoolTest,compile,access_modifier_error,"braries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/StackKeyedObjectPoolTest.java:[90,24] isClosed() has protected access in org.apache.commons.pool.BaseKeyedObjectPool [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-pool: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/StackKeyedObjectPoolTest.java:[90,24] isClosed() has protected access in org.apache.commons.pool.BaseKeyedObjectPool [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\StackObjectPool.java,StackObjectPoolTest,structure,structure_error,missing public class StackObjectPoolTest declaration
commons-pool:commons-pool:1.6,org\apache\commons\pool\PoolUtils.java,PoolUtilsTest,structure,structure_error,"missing public class PoolUtilsTest declaration, missing @Test method annotation"
io.grpc:grpc-protobuf:1.62.2,io\grpc\protobuf\ProtoUtils.java,ProtoUtilsTest,compile,missing_import,"libraries_sample/io.grpc/grpc-protobuf/1.62.2/src/main/java/io/grpc/protobuf/ProtoUtils.java:[79,57] cannot find symbol [ERROR] symbol: variable Metadata [ERROR] location: class io.grpc.protobuf.ProtoUtils [ERROR] /C:/Users/minhn/llm-test/libraries_sample/io.grpc/grpc-protobuf/1.62.2/src/main/java/io/grpc/protobuf/ProtoUtils.java:[78,20] package Metadata does not exist [ERROR] /C:/Users/minhn/llm-test/libraries_sample/io.grpc/grpc-protobuf/1.62.2/src/main/java/io/grpc/protobuf/ProtoUtils.java:[89,12] cannot find symbol [ERROR] symbol: variable ProtoLiteUtils [ERROR] location: class io.grpc.protobuf.ProtoUtils [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonDeserializer.java,JacksonDeserializerTest,compile,generic_type_mismatch,"/io/JacksonDeserializerTest.java:[58,9] reference to JacksonDeserializer is ambiguous [ERROR] both constructor <T>JacksonDeserializer(java.util.Map<java.lang.String,java.lang.Class>) in io.jsonwebtoken.jackson.io.JacksonDeserializer and constructor <T>JacksonDeserializer(com.fasterxml.jackson.databind.ObjectMapper) in io.jsonwebtoken.jackson.io.JacksonDeserializer match [ERROR] /C:/Users/minhn/llm-test/libraries_sample/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[68,9] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonSerializer.java,JacksonSerializerTest,compile,constructor_mismatch,"token/jackson/io/JacksonSerializerTest.java:[28,65] no suitable constructor found for JsonProcessingException(java.lang.String) [ERROR] constructor com.fasterxml.jackson.core.JsonProcessingException.JsonProcessingException(java.lang.String) is not applicable [ERROR] (JsonProcessingException(java.lang.String) has protected access in com.fasterxml.jackson.core.JsonProcessingException) [ERROR] constructor com.fasterxml.jackson.core.JsonProcessingException.JsonProcessingException(java.lang.Throwable) is not applicable [ERROR] (argument mismatch; java.lang.String cannot be converted to java.lang.Throwable) [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
jakarta.transaction:jakarta.transaction-api:2.0.1,jakarta\transaction\SystemException.java,SystemExceptionTest,compile,cannot_find_symbol,"eption [ERROR] /C:/Users/minhn/llm-test/libraries_sample/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[21,34] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] /C:/Users/minhn/llm-test/libraries_sample/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[29,42] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\AlreadySelectedException.java,AlreadySelectedExceptionTest,compile,unchecked_exception_not_handled,"fault-testCompile) on project commons-cli: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/AlreadySelectedExceptionTest.java:[11,9] unreported exception org.apache.commons.cli.AlreadySelectedException; must be caught or declared to be thrown [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/AlreadySelectedExceptionTest.java:[18,9] unreported exception org.apache.commons.cli.AlreadySelectedException; must be caught or declared to be thrown [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\CommandLine.java,CommandLineTest,compile,generic_type_mismatch,"/Users/minhn/llm-test/libraries_sample/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/CommandLineTest.java:[44,36] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/CommandLineTest.java:[66,36] incompatible types: char cannot be converted to java.lang.String [ERROR] /C:/Users/minhn/llm-test/libraries_sample/commons-cli/commons-cli/1.2/src/test/java/org/apache/commons/cli/CommandLineTest.java:[141,37] incompatible types: char cannot be converted to java.lang.String [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-cli:commons-cli:1.2,org\apache\commons\cli\HelpFormatter.java,HelpFormatterTest,structure,structure_error,"missing public class HelpFormatterTest declaration, missing @Test method annotation"
