library,source_file,stage,category,message
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletRequestContext.java,compile,missing_import,"_2/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[17,13] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[22,36] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\FileItemHeadersImpl.java,compile,cannot_find_symbol,"ailure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/FileItemHeadersImplTest.java:[56,49] cannot find symbol [ERROR] symbol: method size() [ERROR] location: interface java.util.Iterator<java.lang.String> [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/FileItemHeadersImplTest.java:[58,49] cannot find symbol [ERROR] symbol: method size() [ERROR] location: interface java.util.Iterator<java.lang.String> [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\mime\MimeUtility.java,structure,structure_error,missing @Test method annotation
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\AvalonLogger.java,compile,missing_import,"apache.avalon.framework.logger.Logger not found [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[38,9] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.AvalonLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[38,45] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.AvalonLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Jdk14Logger.java,compile,cannot_find_symbol,"/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Jdk14LoggerTest.java:[20,22] cannot find symbol [ERROR] symbol: variable Mockito [ERROR] location: class org.apache.commons.logging.impl.Jdk14LoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Jdk14LoggerTest.java:[23,30] getLogger() in <anonymous org.apache.commons.logging.impl.Jdk14LoggerTest$1> cannot override getLogger() in org.apache.commons.logging.impl.Jdk14Logger [ERROR] attempting to assign weaker access privileges; was public [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Log4JLogger.java,compile,cannot_find_symbol,"bol: variable Level [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[87,49] traceLevel has private access in org.apache.commons.logging.impl.Log4JLogger [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[90,38] cannot find symbol [ERROR] symbol: variable Level [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,structure,structure_error,"missing public class LogFactoryImplTest declaration, missing @Test method annotation"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogKitLogger.java,compile,cannot_find_symbol,"mmons.logging.impl.LogKitLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[139,29] cannot find symbol [ERROR] symbol: variable Hierarchy [ERROR] location: class org.apache.commons.logging.impl.LogKitLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[143,32] cannot find symbol [ERROR] symbol: variable Logger [ERROR] location: class org.apache.commons.logging.impl.LogKitLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,compile,method_signature_mismatch," class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[82,42] cannot find symbol [ERROR] symbol: class ServletContextEvent [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[88,5] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\WeakHashtable.java,structure,structure_error,missing @Test method annotation
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BaseKeyedPoolableObjectFactory.java,compile,other_compile_error,"yTest.java:[39,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BaseKeyedPoolableObjectFactoryTest.java:[45,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BasePoolableObjectFactory.java,compile,other_compile_error,"/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[42,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[50,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\CursorableLinkedList.java,structure,structure_error,"missing public class CursorableLinkedListTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\EvictionTimer.java,compile,access_modifier_error,"/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[24,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[27,33] _timer has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[28,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPool.java,structure,structure_error,"missing public class GenericKeyedObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPoolFactory.java,structure,structure_error,"missing public class GenericKeyedObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPool.java,structure,structure_error,"missing public class GenericObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPoolFactory.java,structure,structure_error,"missing public class GenericObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\StackKeyedObjectPool.java,structure,structure_error,missing public class StackKeyedObjectPoolTest declaration
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\StackObjectPool.java,structure,structure_error,"missing public class StackObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\PoolUtils.java,structure,structure_error,"missing public class PoolUtilsTest declaration, missing @Test method annotation"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonDeserializer.java,compile,generic_type_mismatch,"webtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[28,24] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project jjwt-jackson-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[28,24] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonSerializer.java,compile,access_modifier_error,"o.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[75,33] objectMapper has private access in io.jsonwebtoken.jackson.io.JacksonSerializer [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project jjwt-jackson-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonSerializerTest.java:[75,33] objectMapper has private access in io.jsonwebtoken.jackson.io.JacksonSerializer [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
jakarta.transaction:jakarta.transaction-api:2.0.1,jakarta\transaction\SystemException.java,compile,cannot_find_symbol,"on [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[21,34] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/SystemExceptionTest.java:[29,42] cannot find symbol [ERROR] symbol: method getErrorCode() [ERROR] location: variable exception of type jakarta.transaction.SystemException [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.hjson:hjson:3.0.0,org\hjson\HjsonOptions.java,compile,other_compile_error,"bstract method parse(java.lang.String) in org.hjson.IHjsonDsfProvider [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonOptionsTest.java:[45,23] parse(java.lang.String) in org.hjson.HjsonOptionsTest.MockIHjsonDsfProvider cannot implement parse(java.lang.String) in org.hjson.IHjsonDsfProvider [ERROR] return type java.lang.String is not compatible with org.hjson.JsonValue [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.hjson/hjson/3.0.0/src/test/java/org/hjson/HjsonOptionsTest.java:[44,9] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.hjson:hjson:3.0.0,org\hjson\JsonArray.java,compile,cannot_find_symbol,"raries_repair_2/org.hjson/hjson/3.0.0/src/test/java/org/hjson/JsonArrayTest.java:[64,30] cannot find symbol [ERROR] symbol: variable TRUE [ERROR] location: class org.hjson.JsonType [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.hjson/hjson/3.0.0/src/test/java/org/hjson/JsonArrayTest.java:[102,30] cannot find symbol [ERROR] symbol: variable TRUE [ERROR] location: class org.hjson.JsonType [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.hjson/hjson/3.0.0/src/test/java/org/hjson/JsonArrayTest.java:[126,30] cannot find symbol [ERROR] symbol: variable TRUE [ERROR] location: class org.hjson.JsonType [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.hjson:hjson:3.0.0,org\hjson\JsonObject.java,structure,structure_error,"missing public class JsonObjectTest declaration, missing @Test method annotation"
