library,source_file,test_class,stage,category,message
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\portlet\PortletRequestContext.java,PortletRequestContextTest,compile,missing_import,"raries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletRequestContextTest.java:[18,6] cannot find symbol [ERROR] symbol: class Mock [ERROR] location: class org.apache.commons.fileupload.portlet.PortletRequestContextTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/portlet/PortletRequestContextTest.java:[25,9] cannot find symbol [ERROR] symbol: variable MockitoAnnotations [ERROR] location: class org.apache.commons.fileupload.portlet.PortletRequestContextTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\FileCleanerCleanup.java,FileCleanerCleanupTest,compile,missing_import,"ers/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/FileCleanerCleanupTest.java:[22,19] cannot find symbol [ERROR] symbol: class ServletContextEvent [ERROR] location: class org.apache.commons.fileupload.servlet.FileCleanerCleanupTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/FileCleanerCleanupTest.java:[31,17] cannot access javax.servlet.ServletContextListener [ERROR] class file for javax.servlet.ServletContextListener not found [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletFileUpload.java,ServletFileUploadTest,compile,missing_import,"and method parseParameterMap(javax.servlet.http.HttpServletRequest) in org.apache.commons.fileupload.servlet.ServletFileUpload match [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletFileUploadTest.java:[66,77] reference to getItemIterator is ambiguous [ERROR] both method getItemIterator(org.apache.commons.fileupload.RequestContext) in org.apache.commons.fileupload.FileUploadBase and method getItemIterator(javax.servlet.http.HttpServletRequest) in org.apache.commons.fileupload.servlet.ServletFileUpload match [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\servlet\ServletRequestContext.java,ServletRequestContextTest,compile,missing_import,"_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[16,13] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/servlet/ServletRequestContextTest.java:[21,24] cannot find symbol [ERROR] symbol: class HttpServletRequest [ERROR] location: class org.apache.commons.fileupload.servlet.ServletRequestContextTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\mime\MimeUtility.java,MimeUtilityTest,compile,access_modifier_error,"in org.apache.commons.fileupload.util.mime.MimeUtility [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/mime/MimeUtilityTest.java:[83,49] javaCharset(java.lang.String) has private access in org.apache.commons.fileupload.util.mime.MimeUtility [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/mime/MimeUtilityTest.java:[90,49] javaCharset(java.lang.String) has private access in org.apache.commons.fileupload.util.mime.MimeUtility [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-fileupload:commons-fileupload:1.4,org\apache\commons\fileupload\util\mime\ParseException.java,ParseExceptionTest,compile,unchecked_exception_not_handled,"est.java:[11,9] unreported exception org.apache.commons.fileupload.util.mime.ParseException; must be caught or declared to be thrown [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-fileupload-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-fileupload/commons-fileupload/1.4/src/test/java/org/apache/commons/fileupload/util/mime/ParseExceptionTest.java:[11,9] unreported exception org.apache.commons.fileupload.util.mime.ParseException; must be caught or declared to be thrown [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\AvalonLogger.java,AvalonLoggerTest,compile,missing_import,"commons.logging.impl.AvalonLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[51,43] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.AvalonLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[53,55] cannot find symbol [ERROR] symbol: method getDefaultLogger() [ERROR] location: class org.apache.commons.logging.impl.AvalonLogger [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Log4JLogger.java,Log4JLoggerTest,compile,cannot_find_symbol," symbol: variable Level [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[130,46] FQCN has private access in org.apache.commons.logging.impl.Log4JLogger [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[130,57] cannot find symbol [ERROR] symbol: variable Level [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,LogFactoryImplTest,structure,structure_error,missing @Test method annotation
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogKitLogger.java,LogKitLoggerTest,compile,missing_import,"gging/impl/LogKitLoggerTest.java:[6,22] package org.apache.log does not exist [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[29,9] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.LogKitLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[29,38] cannot access org.apache.log.Logger [ERROR] class file for org.apache.log.Logger not found [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,ServletContextCleanerTest,compile,missing_import,"C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[59,70] cannot find symbol [ERROR] symbol: variable mockMethod [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[75,21] cannot find symbol [ERROR] symbol: class ServletContextEvent [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,LogFactoryTest,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BaseKeyedPoolableObjectFactory.java,BaseKeyedPoolableObjectFactoryTest,compile,other_compile_error,"yTest.java:[34,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BaseKeyedPoolableObjectFactoryTest.java:[40,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BasePoolableObjectFactory.java,BasePoolableObjectFactoryTest,compile,other_compile_error,"/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[37,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[45,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\CursorableLinkedList.java,CursorableLinkedListTest,structure,structure_error,"missing public class CursorableLinkedListTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\EvictionTimer.java,EvictionTimerTest,compile,access_modifier_error,"/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[74,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[77,33] _timer has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[78,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPool.java,GenericKeyedObjectPoolTest,structure,structure_error,"missing public class GenericKeyedObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPoolFactory.java,GenericKeyedObjectPoolFactoryTest,structure,structure_error,"missing public class GenericKeyedObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPool.java,GenericObjectPoolTest,structure,structure_error,"missing public class GenericObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPoolFactory.java,GenericObjectPoolFactoryTest,structure,structure_error,"missing public class GenericObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BaseKeyedPoolableObjectFactory.java,BaseKeyedPoolableObjectFactoryTest,compile,other_compile_error,"yTest.java:[34,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BaseKeyedPoolableObjectFactoryTest.java:[40,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BasePoolableObjectFactory.java,BasePoolableObjectFactoryTest,compile,other_compile_error,"/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[37,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[45,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\CursorableLinkedList.java,CursorableLinkedListTest,structure,structure_error,"missing public class CursorableLinkedListTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\EvictionTimer.java,EvictionTimerTest,compile,access_modifier_error,"/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[74,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[77,33] _timer has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_1/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[78,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPool.java,GenericKeyedObjectPoolTest,structure,structure_error,"missing public class GenericKeyedObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPoolFactory.java,GenericKeyedObjectPoolFactoryTest,structure,structure_error,"missing public class GenericKeyedObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPool.java,GenericObjectPoolTest,structure,structure_error,"missing public class GenericObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPoolFactory.java,GenericObjectPoolFactoryTest,structure,structure_error,"missing public class GenericObjectPoolFactoryTest declaration, missing @Test method annotation"
