library,source_file,stage,category,message
org.slf4j:log4j-over-slf4j:2.0.16,org\apache\log4j\helpers\LogLog.java,compile,access_modifier_error,"ailed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project log4j-over-slf4j-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/helpers/LogLogTest.java:[31,58] quietMode has private access in org.apache.log4j.helpers.LogLog [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/helpers/LogLogTest.java:[37,60] quietMode has private access in org.apache.log4j.helpers.LogLog [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.slf4j:log4j-over-slf4j:2.0.16,org\apache\log4j\PropertyConfigurator.java,compile,other_compile_error,"d to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project log4j-over-slf4j-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/PropertyConfiguratorTest.java:[31,21] reference to doConfigure is ambiguous [ERROR] both method doConfigure(java.lang.String,org.apache.log4j.spi.LoggerRepository) in org.apache.log4j.PropertyConfigurator and method doConfigure(java.net.URL,org.apache.log4j.spi.LoggerRepository) in org.apache.log4j.PropertyConfigurator match [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.slf4j:log4j-over-slf4j:2.0.16,org\apache\log4j\spi\ErrorHandler.java,compile,cannot_find_symbol,"t/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/spi/ErrorHandlerTest.java:[12,21] cannot find symbol [ERROR] symbol: method handleError(<nulltype>,<nulltype>,<nulltype>) [ERROR] location: variable errorHandler of type org.apache.log4j.spi.ErrorHandler [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/spi/ErrorHandlerTest.java:[19,21] cannot find symbol [ERROR] symbol: method handleError(java.lang.String,<nulltype>,<nulltype>) [ERROR] location: variable errorHandler of type org.apache.log4j.spi.ErrorHandler [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.slf4j:log4j-over-slf4j:2.0.16,org\apache\log4j\spi\Filter.java,compile,cannot_find_symbol,"lure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/spi/FilterTest.java:[13,26] cannot find symbol [ERROR] symbol: method doFilter(java.lang.Object,<nulltype>) [ERROR] location: variable filter of type org.apache.log4j.spi.Filter [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/spi/FilterTest.java:[20,26] cannot find symbol [ERROR] symbol: method doFilter(java.lang.Object,<nulltype>) [ERROR] location: variable filter of type org.apache.log4j.spi.Filter [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.slf4j:log4j-over-slf4j:2.0.16,org\apache\log4j\spi\LoggingEvent.java,compile,method_signature_mismatch,"che.log4j.spi.LoggingEvent cannot be applied to given types; [ERROR] required: no arguments [ERROR] found: <nulltype>,<nulltype>,int,<nulltype> [ERROR] reason: actual and formal argument lists differ in length [ERROR] /C:/Users/minhn/llm-test/libraries_repair_2/org.slf4j/log4j-over-slf4j/2.0.16/src/test/java/org/apache/log4j/spi/LoggingEventTest.java:[16,9] constructor LoggingEvent in class org.apache.log4j.spi.LoggingEvent cannot be applied to given types; [ERROR] required: no arguments [ERROR] found: java.lang.String,<nulltype>,int,<nulltype> [ERROR] reason: actual and formal argument lists differ in length [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\DefaultExecutor.java,compile,access_modifier_error,"access in org.apache.commons.exec.DefaultExecutor [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-exec-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/DefaultExecutorTest.java:[78,22] executeInternal(org.apache.commons.exec.CommandLine,java.util.Map<java.lang.String,java.lang.String>,java.io.File,org.apache.commons.exec.ExecuteStreamHandler) has private access in org.apache.commons.exec.DefaultExecutor [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\environment\DefaultProcessingEnvironment.java,compile,access_modifier_error,"vironmentTest.java:[44,38] createEnvironmentMap() has private access in org.apache.commons.exec.environment.DefaultProcessingEnvironment [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-exec-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/environment/DefaultProcessingEnvironmentTest.java:[44,38] createEnvironmentMap() has private access in org.apache.commons.exec.environment.DefaultProcessingEnvironment [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\environment\EnvironmentUtils.java,compile,access_modifier_error,"nvironmentUtilsTest.java:[42,25] PROCESSING_ENVIRONMENT_IMPLEMENTATION has private access in org.apache.commons.exec.environment.EnvironmentUtils [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-exec-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/environment/EnvironmentUtilsTest.java:[42,25] PROCESSING_ENVIRONMENT_IMPLEMENTATION has private access in org.apache.commons.exec.environment.EnvironmentUtils [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\environment\OpenVmsProcessingEnvironment.java,compile,method_signature_mismatch,"final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironmentTest.java:[47,31] cannot find symbol [ERROR] symbol: method getArgument(int) [ERROR] location: variable commandLine of type org.apache.commons.exec.CommandLine [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/environment/OpenVmsProcessingEnvironmentTest.java:[48,31] cannot find symbol [ERROR] symbol: method getArgument(int) [ERROR] location: variable commandLine of type org.apache.commons.exec.CommandLine [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\ExecuteWatchdog.java,compile,generic_type_mismatch,"he.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/ExecuteWatchdogTest.java:[112,9] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/ExecuteWatchdogTest.java:[117,9] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/ExecuteWatchdogTest.java:[122,9] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\launcher\CommandLauncherImpl.java,compile,abstract_class_or_interface_instantiation,"tCompile) on project commons-exec-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImplTest.java:[32,40] org.apache.commons.exec.launcher.CommandLauncherImpl is abstract; cannot be instantiated [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/CommandLauncherImplTest.java:[38,40] org.apache.commons.exec.launcher.CommandLauncherImpl is abstract; cannot be instantiated [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\launcher\CommandLauncherProxy.java,compile,other_compile_error,"al org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-exec-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/CommandLauncherProxyTest.java:[25,71] <anonymous org.apache.commons.exec.launcher.CommandLauncherProxyTest$1> is not abstract and does not override abstract method exec(org.apache.commons.exec.CommandLine,java.util.Map<java.lang.String,java.lang.String>,java.io.File) in org.apache.commons.exec.launcher.CommandLauncherImpl [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\launcher\OS2CommandLauncher.java,compile,method_signature_mismatch,"cannot be applied to given types; [ERROR] required: org.mockito.ArgumentMatcher<T> [ERROR] found: org.apache.commons.exec.launcher.OS2CommandLauncherTest.CommandLineMatcher [ERROR] reason: cannot infer type-variable(s) T [ERROR] (argument mismatch; org.apache.commons.exec.launcher.OS2CommandLauncherTest.CommandLineMatcher cannot be converted to org.mockito.ArgumentMatcher<T>) [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncherTest.java:[74,9] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\launcher\VmsCommandLauncher.java,compile,generic_type_mismatch,"roject commons-exec-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncherTest.java:[34,42] incompatible types: java.lang.Process cannot be converted to org.apache.commons.exec.CommandLine [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/launcher/VmsCommandLauncherTest.java:[53,42] incompatible types: java.lang.Process cannot be converted to org.apache.commons.exec.CommandLine [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\LogOutputStream.java,compile,access_modifier_error,"ons-exec/1.3/src/test/java/org/apache/commons/exec/LogOutputStreamTest.java:[68,42] buffer has private access in org.apache.commons.exec.LogOutputStream [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/LogOutputStreamTest.java:[79,23] buffer has private access in org.apache.commons.exec.LogOutputStream [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/LogOutputStreamTest.java:[90,23] buffer has private access in org.apache.commons.exec.LogOutputStream [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\PumpStreamHandler.java,compile,cannot_find_symbol,"] cannot find symbol [ERROR] symbol: method getInput() [ERROR] location: variable handler of type org.apache.commons.exec.PumpStreamHandler [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/PumpStreamHandlerTest.java:[58,35] stopTimeout has private access in org.apache.commons.exec.PumpStreamHandler [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/PumpStreamHandlerTest.java:[64,16] caught has private access in org.apache.commons.exec.PumpStreamHandler [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
org.apache.commons:commons-exec:1.3,org\apache\commons\exec\ShutdownHookProcessDestroyer.java,compile,generic_type_mismatch,"/java/org/apache/commons/exec/ShutdownHookProcessDestroyerTest.java:[81,9] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyerTest.java:[86,9] method does not override or implement a method from a supertype [ERROR] /C:/Users/minhn/llm-test/libraries_final_ollama/org.apache.commons/commons-exec/1.3/src/test/java/org/apache/commons/exec/ShutdownHookProcessDestroyerTest.java:[91,9] method does not override or implement a method from a supertype [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
