library,source_file,stage,category,message
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\AvalonLogger.java,compile,missing_import,"apache.avalon.framework.logger.Logger not found [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[35,9] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.AvalonLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/AvalonLoggerTest.java:[35,37] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.AvalonLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\Log4JLogger.java,compile,cannot_find_symbol,"g.apache.commons.logging.impl.Log4JLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[145,40] cannot find symbol [ERROR] symbol: variable FQCN [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/Log4JLoggerTest.java:[145,46] cannot find symbol [ERROR] symbol: variable Level [ERROR] location: class org.apache.commons.logging.impl.Log4JLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogFactoryImpl.java,structure,structure_error,"missing public class LogFactoryImplTest declaration, missing @Test method annotation"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\LogKitLogger.java,compile,cannot_find_symbol,"e.commons.logging.impl.LogKitLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[126,42] cannot find symbol [ERROR] symbol: class Logger [ERROR] location: class org.apache.commons.logging.impl.LogKitLoggerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/LogKitLoggerTest.java:[127,9] cannot find symbol [ERROR] symbol: variable Hierarchy [ERROR] location: class org.apache.commons.logging.impl.LogKitLoggerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\ServletContextCleaner.java,compile,missing_import,"C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[70,26] cannot find symbol [ERROR] symbol: variable mockMethod [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/ServletContextCleanerTest.java:[77,21] cannot find symbol [ERROR] symbol: class ServletContextEvent [ERROR] location: class org.apache.commons.logging.impl.ServletContextCleanerTest [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\SimpleLog.java,compile,cannot_find_symbol,":[77,50] cannot find symbol symbol: method getName() location: variable simpleLog of type org.apache.commons.logging.impl.SimpleLog [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/impl/SimpleLogTest.java:[77,50] cannot find symbol [ERROR] symbol: method getName() [ERROR] location: variable simpleLog of type org.apache.commons.logging.impl.SimpleLog [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-logging:commons-logging:1.2,org\apache\commons\logging\impl\WeakHashtable.java,structure,structure_error,missing @Test method annotation
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogFactory.java,structure,structure_error,"missing public class LogFactoryTest declaration, missing @Test method annotation"
commons-logging:commons-logging:1.2,org\apache\commons\logging\LogSource.java,compile,access_modifier_error,"n/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/LogSourceTest.java:[17,21] LogSource() has private access in org.apache.commons.logging.LogSource [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-logging-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-logging/commons-logging/1.2/src/test/java/org/apache/commons/logging/LogSourceTest.java:[17,21] LogSource() has private access in org.apache.commons.logging.LogSource [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BaseKeyedPoolableObjectFactory.java,compile,other_compile_error,"yTest.java:[29,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BaseKeyedPoolableObjectFactoryTest.java:[35,119] <anonymous org.apache.commons.pool.BaseKeyedPoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject(java.lang.String) in org.apache.commons.pool.BaseKeyedPoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\BasePoolableObjectFactory.java,compile,other_compile_error,"/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[32,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$4> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/BasePoolableObjectFactoryTest.java:[40,93] <anonymous org.apache.commons.pool.BasePoolableObjectFactoryTest$5> is not abstract and does not override abstract method makeObject() in org.apache.commons.pool.BasePoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\CursorableLinkedList.java,structure,structure_error,"missing public class CursorableLinkedListTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\EvictionTimer.java,compile,access_modifier_error,"/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[74,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[77,33] _timer has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/EvictionTimerTest.java:[78,38] _usageCount has private access in org.apache.commons.pool.impl.EvictionTimer [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPool.java,structure,structure_error,"missing public class GenericKeyedObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericKeyedObjectPoolFactory.java,structure,structure_error,"missing public class GenericKeyedObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPool.java,structure,structure_error,"missing public class GenericObjectPoolTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\GenericObjectPoolFactory.java,structure,structure_error,"missing public class GenericObjectPoolFactoryTest declaration, missing @Test method annotation"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\SoftReferenceObjectPool.java,compile,unchecked_exception_not_handled,"ool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/SoftReferenceObjectPoolTest.java:[52,26] unreported exception java.lang.Exception; must be caught or declared to be thrown [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.11.0:testCompile (default-testCompile) on project commons-pool-llm-tests: Compilation failure [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/SoftReferenceObjectPoolTest.java:[52,26] unreported exception java.lang.Exception; must be caught or declared to be thrown [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\impl\StackObjectPoolFactory.java,compile,generic_type_mismatch,"ectPoolFactoryTest.java:[56,63] incompatible types: org.apache.commons.pool.PoolableObjectFactory is not a functional interface [ERROR] multiple non-overriding abstract methods found in interface org.apache.commons.pool.PoolableObjectFactory [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/commons-pool/commons-pool/1.6/src/test/java/org/apache/commons/pool/impl/StackObjectPoolFactoryTest.java:[65,63] incompatible types: org.apache.commons.pool.PoolableObjectFactory is not a functional interface [ERROR] multiple non-overriding abstract methods found in interface org.apache.commons.pool.PoolableObjectFactory [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
commons-pool:commons-pool:1.6,org\apache\commons\pool\PoolUtils.java,structure,structure_error,"missing public class PoolUtilsTest declaration, missing @Test method annotation"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonDeserializer.java,compile,generic_type_mismatch,"ugin:3.11.0:testCompile (default-testCompile) on project jjwt-jackson-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[28,24] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/io.jsonwebtoken/jjwt-jackson/0.11.2/src/test/java/io/jsonwebtoken/jackson/io/JacksonDeserializerTest.java:[73,68] cannot infer type arguments for io.jsonwebtoken.jackson.io.JacksonDeserializer<> [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
io.jsonwebtoken:jjwt-jackson:0.11.2,io\jsonwebtoken\jackson\io\JacksonSerializer.java,compile,constructor_mismatch,"token/jackson/io/JacksonSerializerTest.java:[28,65] no suitable constructor found for JsonProcessingException(java.lang.String) [ERROR] constructor com.fasterxml.jackson.core.JsonProcessingException.JsonProcessingException(java.lang.String) is not applicable [ERROR] (JsonProcessingException(java.lang.String) has protected access in com.fasterxml.jackson.core.JsonProcessingException) [ERROR] constructor com.fasterxml.jackson.core.JsonProcessingException.JsonProcessingException(java.lang.Throwable) is not applicable [ERROR] (argument mismatch; java.lang.String cannot be converted to java.lang.Throwable) [ERROR] [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
jakarta.transaction:jakarta.transaction-api:2.0.1,jakarta\transaction\RollbackException.java,compile,unchecked_exception_not_handled,"jakarta.transaction-api-llm-tests: Compilation failure: Compilation failure: [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/RollbackExceptionTest.java:[11,9] unreported exception jakarta.transaction.RollbackException; must be caught or declared to be thrown [ERROR] /C:/Users/minhn/llm-test/libraries_repair_0/jakarta.transaction/jakarta.transaction-api/2.0.1/src/test/java/jakarta/transaction/RollbackExceptionTest.java:[16,9] unreported exception jakarta.transaction.RollbackException; must be caught or declared to be thrown [ERROR] -> [Help 1] [ERROR] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. [ERROR] [ERROR] For more information about the errors and possible solutions, please read the following articles: [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException"
